Description,Index,Connecticut,Andover,Ansonia PD,Ashford CSP,Avon PD,Barkhamsted CSP,Beacon Falls CSP,Berlin PD,Bethany CSP,Bethel PD,Bethlehem CSP,Bloomfield PD,Bolton CSP,Bozrah CSP,Branford PD,Bridgeport PD,Bridgewater CSP,Bristol PD,Brookfield PD,Brooklyn CSP,Burlington CSP,Canaan CSP,Canterbury CSP,Canton PD,Chaplin CSP,Cheshire PD,Chester CSP,Clinton PD,Colchester CSP,Colebrook CSP,Columbia CSP,Cornwall CSP,Coventry PD,Cromwell PD,Danbury PD,Darien PD,Deep River CSP,Derby PD,Durham CSP,Eastford CSP,East Granby CSP,East Haddam CSP,East Hampton PD,East Hartford PD,East Haven PD,East Lyme CSP,Easton PD,East Windsor PD,Ellington CSP,Enfield PD,Essex CSP,Fairfield PD,Farmington PD,Franklin CSP,Glastonbury PD,Goshen CSP,Granby PD,Greenwich PD,Griswold CSP,Groton City PD,Guilford PD,Haddam CSP,Hamden PD,Hampton CSP,Hartford PD,Hartland CSP,Harwinton CSP,Hebron CSP,Kent CSP,Killingly CSP,Killingworth CSP,Lebanon CSP,Ledyard CSP,Lisbon CSP,Litchfield CSP,Lyme CSP,Madison PD,Manchester PD,Mansfield CSP,Marlborough CSP,Meriden PD,Middlebury PD,Middlefield CSP,Middletown PD,Milford PD,Monroe PD,Montville CSP,Morris CSP,Naugatuck PD,New Britain PD,New Canaan PD,New Fairfield CSP,New Hartford CSP,New Haven PD,Newington PD,New London PD,New Milford PD,Newtown PD,Norfolk CSP,North Branford PD,North Canaan CSP,North Haven PD,North Stonington CSP,Norwalk PD,Norwich PD,Old Lyme CSP,Old Saybrook PD,Orange PD,Oxford CSP,Plainfield PD,Plainville PD,Plymouth PD,Pomfret CSP,Portland PD,Preston CSP,Prospect CSP,Putnam PD,Putnam CSP,Redding PD,Ridgefield PD,Rocky Hill PD,Roxbury CSP,Salem CSP,Salisbury CSP,Scotland CSP,Seymour PD,Sharon CSP,Shelton PD,Sherman CSP,Simsbury PD,Somers CSP,Southbury CSP,Southington PD,South Windsor PD,Sprague CSP,Stafford CSP,Stamford PD,Sterling CSP,Stonington PD,Stratford PD,Suffield PD,Thomaston PD,Thompson CSP,Tolland CSP,Torrington PD,Trumbull PD,Union CSP,Vernon PD,Voluntown CSP,Wallingford PD,Warren CSP,Washington CSP,Waterbury PD,Waterford PD,Watertown PD,Westbrook CSP,West Hartford PD,West Haven PD,Weston PD,Westport PD,Wethersfield PD,Willington CSP,Wilton PD,Winchester PD,Willimantic PD,Windham CSP,Windsor PD,Windsor Locks PD,Wolcott PD,Woodbridge PD,Woodbury CSP,Woodstock CSP,Yale Univ. PD,UCONN-Storrs PD,Foxwoods Casino CSP,Mohegan Sun Casino CSP,MTA PD,CCSU PD,ECSU PD,UCONN Health Ctr. PD,WCSU PD,SCSU PD,Capitol Police PD,Groton Town PD,Groton Long Pt. PD,CTSPOther,Fairfield,Hartford,Litchfield,Middlesex,New Haven,New London,Tolland,Windham,New York,Urban,NonUrban,CSP Total,NIBRS,Summary
Burglary Non-residence_Night Value_Stolen,49,"2,403,230",0,"11,160",0,"9,121","2,201",40,"139,897",1,0,0,"9,784","1,520","3,600","22,702","368,719",0,"94,715","3,886",388,0,0,"4,440","1,000",0,"11,358",0,"6,391","6,924",0,"11,699","7,564",547,570,"16,239","1,020","1,678","12,159",0,0,"9,586","2,750","4,325","81,296","10,888","1,100",0,"23,479","2,254","139,678","1,850","34,719",162,100,"6,535",0,84,"3,787","15,955",312,500,"6,490","107,100",0,0,0,"10,410",290,0,"1,480",0,"10,975",0,"1,790","1,000",0,58,"5,427",779,0,"6,012","8,444","6,481","10,350","12,581",200,"17,572",0,4,"57,597",0,230,473,"209,643","61,247","17,929",1,"4,329",0,"3,480",992,"1,896",907,"14,599",550,"2,900",100,"81,327",340,"1,406","17,100",200,0,"1,345",0,"1,809","2,743",0,0,1,0,0,0,724,0,"9,627",0,"19,463",0,0,701,"5,694","9,058","4,480",680,0,"122,116",0,"1,508","19,309","2,764",0,"9,344","5,000","1,790",58,0,"9,601",0,"76,142",0,500,"105,065","7,050","45,383",0,"8,728","32,009",0,"32,086","20,966",0,"4,300","33,971","9,943",0,"2,294","2,543","2,500","4,255",825,0,795,"4,517",0,0,0,"3,850",0,0,"2,911",0,0,610,0,800,"647,972","711,391","106,034","43,130","737,589","90,462","36,908","29,744",0,"805,543","1,597,687","162,836","1,561,117","842,113"
Burglary Non-residence_Day Offenses,50,"1,815",7,14,2,8,5,6,16,0,0,0,19,1,2,11,48,0,76,6,2,3,1,3,6,0,12,3,22,7,1,3,1,3,0,56,4,4,2,5,0,5,14,1,48,10,10,0,12,2,6,3,14,11,6,10,3,4,9,9,0,11,6,24,1,25,0,2,7,3,8,0,3,7,1,7,0,5,44,4,1,62,2,2,11,44,9,13,2,2,17,0,0,1,140,27,77,1,5,3,5,1,22,10,65,22,3,11,20,3,1,6,1,2,2,7,1,4,0,0,2,1,0,1,2,0,4,2,27,3,4,3,7,18,31,2,15,39,0,11,2,2,1,6,6,12,15,0,8,1,26,0,2,11,11,15,2,32,53,0,13,15,1,2,6,8,10,9,3,0,2,11,0,13,13,0,0,0,4,3,0,8,2,0,11,0,5,327,463,83,91,514,214,73,50,0,263,"1,552",285,"1,333",482
Burglary Non-residence_Day Value_Stolen,51,"4,197,306",510,"24,093","2,950","3,570","21,888","5,191","32,034",0,0,0,"57,315",0,234,"18,113","51,253",0,"530,121","12,411","2,200",15,0,"6,252","4,612",0,"6,318","22,450","51,026","27,624",800,"2,141",0,"1,074",0,"114,598","2,330","7,937",100,"11,585",0,"2,508","52,297",0,"169,121","6,195","23,568",0,"26,524",459,"7,505",581,"21,411","19,005","18,607","70,062","16,750","1,132","5,293","10,086",0,"9,522","5,980","66,992","8,875",0,0,"1,109","8,299","2,715","4,897",0,"1,220","12,638","1,600","9,689",0,"8,476","39,756","3,816",0,"211,791","1,220",664,"14,789","78,825","11,701","13,848",175,"4,506","3,445",0,0,90,"352,523","16,741","27,686","4,194","4,709",351,"5,160",600,"34,662","39,363","186,390",690,900,"93,258","60,693","38,181",0,"16,090",450,"11,225","1,850","22,294",360,"1,225",0,0,"1,201",0,0,70,994,0,"17,559","1,332","56,011","1,080","7,174",250,"11,451","28,607","13,175","2,915","30,774","255,474",0,"3,575","3,900",528,"2,500","13,370","10,048","20,820","95,929",0,"35,169",300,"50,181",0,"3,438","20,661","4,245","42,003",710,"55,321","34,981",0,"7,102","317,090","1,131","5,351",920,"10,556","8,471","7,043","4,768",0,"10,969","17,461",0,"12,942","9,672",0,0,0,"4,760","16,460",0,"3,120","3,308",0,"6,167",0,"6,187","839,264","1,438,022","148,279","269,314","1,094,973","217,630","103,343","86,481",0,"679,911","3,517,395","535,504","3,562,261","635,045"
Burglary Non-residence_Unknown Offenses,52,523,0,0,0,0,0,0,0,0,20,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,3,0,0,0,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,13,11,0,1,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,25,0,0,0,0,0,0,131,0,12,0,0,40,0,0,0,0,0,0,0,56,0,9,0,0,0,0,0,0,0,0,1,0,0,0,11,7,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,213,100,73,13,94,18,12,0,0,117,406,0,310,213
Burglary Non-residence_Unknown Value_Stolen,53,"1,144,071",0,0,0,0,0,0,0,0,"15,963",0,0,0,0,0,"179,103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30,835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,"56,249","9,926",0,0,0,"4,465","255,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,450",0,0,0,0,0,"8,155","7,830",0,900,0,0,0,0,0,0,100,0,0,0,0,"10,807",0,0,0,0,0,0,"13,181",0,0,0,0,0,0,"210,014",0,"17,915",0,0,"107,900",0,0,0,0,0,0,0,"182,241",0,"5,054",0,0,0,0,0,0,0,0,200,0,0,0,"2,666","3,487",0,0,0,"6,220",0,0,0,0,0,0,0,0,"2,990",0,0,0,0,"405,080","310,936","138,899","57,149","220,365","1,450","10,192",0,0,"361,344","782,727",0,"468,913","675,158"
Burglary Forcible_Entry Offenses,54,"8,954",14,34,5,16,11,7,50,5,24,4,53,12,9,55,914,6,181,19,16,8,2,18,11,4,39,3,20,23,6,4,5,35,14,192,3,6,51,6,2,8,31,25,194,63,21,0,36,7,71,7,115,24,5,40,3,14,45,21,7,32,11,114,2,"1,047",1,13,17,10,27,3,18,15,7,7,2,11,89,26,2,269,16,9,72,77,22,22,4,33,496,9,8,9,964,45,146,4,27,7,25,4,59,16,155,115,7,9,47,13,13,36,16,7,11,14,14,13,4,5,7,22,2,6,5,1,29,0,95,3,13,13,17,58,34,8,17,113,9,30,169,14,14,44,18,86,41,3,42,5,63,0,7,648,11,35,2,105,0,4,20,9,7,9,39,23,11,9,15,23,10,12,13,16,8,0,0,0,2,1,0,1,2,0,28,0,3,"2,000","2,703",311,232,"2,736",536,223,213,0,"3,686","5,268",784,"4,799","4,155"
Burglary Forcible_Entry Clearances,55,"1,227",2,3,3,4,2,1,8,0,6,2,2,2,1,19,53,1,19,2,10,1,0,3,3,0,15,1,10,4,1,0,0,3,0,14,1,1,5,1,0,1,9,9,32,11,3,0,4,2,13,3,13,5,0,10,0,2,6,4,2,11,0,21,0,171,0,1,1,1,6,0,1,0,4,0,0,9,16,3,0,41,2,0,13,7,5,1,0,6,37,7,1,1,130,7,22,0,1,2,2,0,15,2,13,31,1,2,8,2,1,10,3,2,1,4,1,4,0,0,2,2,0,1,2,0,6,3,15,0,4,3,3,0,6,0,6,18,1,2,8,2,2,5,3,17,4,0,8,0,11,0,1,47,3,7,0,28,0,1,1,1,3,2,7,4,0,1,5,4,3,2,1,2,4,0,0,0,0,0,0,0,0,0,3,0,1,173,394,55,51,385,89,40,40,0,419,808,127,747,480
Burglary Unlawful_Entry-No_Force Offenses,56,"4,862",4,13,5,11,3,20,16,4,19,3,36,6,3,25,500,3,157,14,8,8,0,9,8,2,20,5,29,11,2,4,3,30,7,127,17,6,19,11,0,4,16,15,109,38,15,3,15,14,77,5,55,23,7,27,4,10,25,28,6,16,12,24,2,0,2,9,11,10,23,10,13,13,4,7,1,12,165,20,11,119,3,4,57,52,7,12,0,35,291,5,2,8,277,58,73,3,24,4,7,2,29,13,84,109,9,12,9,9,5,11,11,6,6,6,10,16,4,2,4,6,3,3,2,5,25,3,16,3,7,7,20,52,44,5,20,125,9,17,80,16,8,19,9,50,19,1,20,7,62,0,6,157,31,38,7,100,0,5,67,49,2,8,20,37,15,49,14,19,7,13,2,18,38,0,0,0,7,2,0,13,3,0,38,0,7,"1,224","1,383",215,209,"1,052",424,186,169,0,"1,059","3,803",618,"3,088","1,774"
Burglary Unlawful_Entry-No_Force Clearances,57,814,0,4,2,1,1,6,1,1,3,0,4,1,0,10,29,0,21,0,5,3,0,0,3,0,6,4,11,1,1,0,0,3,0,8,7,3,2,2,0,0,6,1,12,8,5,1,5,3,13,0,6,9,0,6,0,2,11,6,1,3,2,2,0,0,0,1,2,1,9,2,5,4,1,2,0,2,40,3,0,21,0,0,7,19,1,3,0,8,25,5,1,0,44,13,9,1,3,1,0,2,4,2,11,24,2,2,2,4,2,5,1,0,0,0,1,3,1,1,2,2,0,0,2,0,5,1,2,3,3,3,7,11,6,0,7,23,3,6,9,3,3,3,1,11,6,1,6,0,7,0,2,6,5,8,0,15,0,0,9,17,0,1,3,7,1,20,4,7,2,7,0,10,1,0,0,0,2,0,0,0,0,0,6,0,0,142,246,48,40,191,80,31,36,0,102,712,140,589,225
Murder Weapon Explosives,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burglary Attempted_Forcible_Entry Offenses,58,"1,652",0,2,0,2,0,0,14,0,4,0,6,1,0,1,126,0,26,1,1,0,0,0,3,0,12,0,5,3,0,0,0,5,7,24,1,0,6,1,0,0,1,2,22,16,3,0,4,1,30,0,26,7,1,7,0,1,9,0,0,17,2,13,0,224,0,0,0,1,1,0,0,1,0,0,0,3,2,2,0,56,2,0,14,29,8,0,0,3,94,0,0,0,174,1,9,0,3,0,1,0,9,0,58,11,1,0,5,0,0,10,8,0,1,0,1,3,0,0,1,0,0,0,0,0,7,0,20,0,2,1,2,14,0,0,0,43,0,5,61,3,9,2,0,12,9,0,5,0,1,0,0,13,6,15,0,28,203,0,2,0,0,0,6,2,0,0,5,13,2,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,396,505,51,33,595,44,19,9,0,580,"1,072",26,803,849
Burglary Attempted_Forcible_Entry Clearances,59,211,0,2,0,0,0,0,1,0,1,0,3,0,0,0,14,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,6,4,0,0,0,0,1,0,6,0,0,1,0,0,2,0,0,1,1,2,0,31,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,7,0,0,2,2,0,0,0,0,7,1,0,0,15,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,3,0,1,4,1,0,0,0,2,1,0,1,0,0,0,0,10,1,0,0,2,34,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,60,4,5,86,6,2,5,0,73,138,5,97,114
Larceny Pocket-picking Offenses,60,201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,30,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,6,4,0,0,0,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,34,96,1,10,44,16,0,0,0,129,72,0,84,117
Larceny Pocket-picking Value_Stolen,61,"95,587",0,0,0,0,0,0,0,0,0,0,133,0,0,0,"3,749",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,725,510,0,20,0,0,0,0,456,0,0,0,0,0,0,0,0,448,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,307",0,0,620,496,0,68,0,0,0,0,0,100,0,0,0,"7,297",0,"11,829",0,0,0,0,0,0,0,"1,252",0,0,0,0,0,0,666,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,"10,558",0,0,"1,067",0,0,0,0,30,92,0,0,0,0,0,0,835,"31,700",0,0,0,25,0,"12,940","6,354",0,0,0,0,0,0,148,0,0,0,0,"1,200",0,0,0,0,300,0,0,0,0,0,0,0,0,"31,341","9,110",30,"1,084","10,493","43,529",0,0,0,"22,439","73,148",0,"85,228","10,359"
Larceny Purse-snatching Offenses,62,136,0,2,0,0,0,0,0,0,0,0,2,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,19,1,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,8,0,1,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,30,42,9,14,39,0,0,2,0,59,77,0,74,62
Larceny Purse-snatching Value_Stolen,63,"26,377",0,577,0,0,0,0,0,0,0,0,392,0,0,0,"2,370",0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,47,0,0,0,0,271,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,345,0,0,0,0,0,"1,649",0,0,0,"5,391",185,0,572,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,355,0,0,0,0,0,0,"3,538",0,0,0,0,200,0,530,0,50,0,0,0,0,0,0,"1,288",0,0,330,0,0,0,0,"2,181",335,0,0,0,0,0,0,"1,798",0,0,0,0,40,0,870,0,0,0,0,110,0,0,0,0,0,0,0,80,0,0,0,262,0,0,0,0,0,0,0,0,0,"5,985","7,056","2,753","2,000","8,473",0,0,110,0,"10,847","15,530",0,"15,086","11,291"
Larceny Shoplifting Offenses,64,"10,918",0,82,0,41,0,0,21,0,41,0,96,0,0,122,240,0,155,31,3,0,0,0,6,0,28,0,86,11,0,0,0,2,82,334,9,1,62,2,0,1,0,16,181,121,28,0,34,8,215,1,186,280,1,31,0,6,47,5,1,55,0,228,0,505,0,0,0,0,18,0,0,3,79,5,0,7,424,51,0,257,1,0,112,466,2,6,0,73,234,9,0,2,563,204,90,50,9,0,19,3,7,0,224,118,1,56,112,0,3,107,6,0,3,0,1,19,12,0,20,93,0,0,1,0,19,0,22,0,6,1,21,124,54,1,2,303,0,9,332,2,1,0,0,86,346,0,54,2,146,0,0,878,390,46,4,467,168,0,76,66,1,5,21,33,21,100,3,8,0,3,0,2,54,15,5,0,0,1,0,1,1,0,141,0,2,"2,237","3,456",224,365,"3,447",906,173,110,0,"2,489","8,429",321,"6,544","4,374"
Larceny Shoplifting Value_Stolen,65,"3,166,007",0,"11,833",0,"21,375",0,0,"9,644",0,"9,906",0,"12,753",0,0,"28,997","26,217",0,"22,942","18,124",128,0,0,0,"1,812",0,"5,920",0,"24,648","2,028",0,0,0,618,"2,451","396,988","3,298",709,"5,845",252,0,1,0,"3,460","17,156","16,650","5,316",0,"6,966","1,184","77,730",21,"64,959","128,346",349,"9,441",0,"3,826","42,695",731,15,"8,350",0,"39,493",0,0,0,0,0,0,"3,653",0,0,763,"40,485",725,0,"2,566","105,721","26,042",0,"89,191",60,0,"13,946","92,481",159,"1,423",0,"21,803","18,095","1,534",0,"2,180","55,632","41,297","10,596","6,674","1,214",0,"3,421",319,"2,219",0,"350,731","11,652",27,"11,744","31,588",0,54,"22,863",765,0,53,0,7,"3,591","1,183",0,"9,909","33,078",0,0,25,0,"3,081",0,"10,972",0,"3,301",190,"10,186","21,556","26,138",20,119,"93,012",0,"2,453","44,459",238,36,0,0,"10,653","139,188",0,"10,067",48,"28,588",0,0,"210,981","183,534","7,161","3,898","113,119","18,534",0,"63,646","15,631",228,900,"1,659","8,105","3,509","38,035",393,492,0,189,0,70,"5,602","4,599",419,0,0,4,0,12,"1,916",0,"25,302",0,"1,118","1,277,923","751,457","30,386","62,300","689,904","289,760","44,050","20,227",0,"385,842","2,780,165","112,074","1,983,048","1,182,959"
Larceny From_Motor_Vehicles Offenses,66,"12,211",1,59,1,31,3,11,60,7,86,3,51,5,3,148,821,1,248,34,8,6,0,2,12,6,49,1,28,14,1,6,0,20,90,281,43,0,64,11,0,6,6,54,82,204,24,5,33,13,135,0,250,63,0,41,0,13,65,13,27,47,3,224,1,985,0,7,5,0,16,1,6,8,4,10,3,10,263,13,2,189,15,2,258,323,30,7,1,87,450,22,8,4,"1,266",85,105,134,18,0,51,1,174,3,465,118,4,10,88,5,0,92,22,0,22,3,8,24,2,8,13,51,0,3,2,0,46,2,127,0,53,9,20,149,64,2,5,282,3,39,218,16,27,9,5,68,98,0,42,1,76,0,3,586,7,147,3,150,203,5,42,73,3,25,27,104,11,63,55,102,36,8,2,18,13,3,2,7,13,19,0,3,14,1,32,0,40,"2,956","3,346",471,529,"4,130",431,140,208,0,"3,940","8,271",415,"7,402","4,809"
Larceny From_Motor_Vehicles Value_Stolen,67,"6,609,503","1,050","23,345","3,135","8,378",265,"4,308","51,347","2,603","26,408",472,"33,658","13,510",792,"109,378","508,554",40,"104,487","29,741","9,042","1,200",0,"1,320","10,242","4,210","46,224","6,100","8,536","2,729",260,"11,731",0,"4,317","68,255","194,409","50,844",0,"12,638","22,191",0,"7,938","1,609","22,319","37,105","103,421","18,225","1,758","31,318","3,633","86,264",0,"152,651","36,051",0,"44,451",0,"82,752","67,593","10,944","8,740","13,119","8,795","115,077",400,0,0,"2,323",840,0,"11,456",217,"4,729","6,851","3,832","18,956","2,117","2,638","127,467","5,392",467,"170,881","7,342",200,"115,438","204,632","19,177","3,935",1,"54,772","222,470","18,579","5,157","6,124","687,534","66,175","50,043","68,975","8,740",0,"15,387",140,"161,078","1,470","196,419","10,529","2,622","5,631","116,094","4,076",0,"34,011","8,835",0,"6,034","1,112","5,103","6,918","2,436","8,385","5,941","64,099",0,"1,803","2,010",0,"19,462",80,"77,399",0,"20,254","4,133","7,903","55,374","97,238",700,"5,371","163,141","2,666","16,670","191,722","7,529","5,535","2,162","2,525","20,583","72,574",0,"34,261","4,000","45,197",0,"2,730","271,464","1,472","45,828","7,370","95,449","149,258","6,750","42,642","39,726","1,501","18,401","6,790","25,203","5,905","58,366","19,646","45,376","13,949","8,360","1,085","9,313","8,891","1,006","1,410","8,936","3,409","3,630",0,779,"9,873",250,"21,496",0,"29,285","1,876,700","1,447,121","198,307","301,980","2,431,445","177,227","97,155","79,568",0,"1,630,693","4,978,810","318,063","4,334,989","2,274,514"
Larceny MV_Parts_&_Accessories Offenses,68,"6,310",0,21,1,2,0,1,26,0,5,0,17,2,1,26,916,0,70,12,8,0,1,2,3,1,19,4,11,5,1,2,0,7,22,85,10,0,23,4,1,4,0,15,273,23,7,0,34,2,27,2,130,4,1,51,0,5,18,1,12,4,0,64,0,725,0,0,0,0,3,1,1,2,0,3,1,4,85,5,1,217,2,1,57,47,4,5,0,74,341,1,0,1,614,49,64,14,3,0,7,0,32,3,159,69,1,2,3,3,8,3,5,1,0,1,3,6,4,2,1,26,1,0,1,0,9,0,30,0,7,2,6,53,27,1,2,280,6,12,220,4,4,1,1,14,2,0,12,0,48,0,0,419,7,15,2,145,122,0,12,46,1,4,6,5,2,23,17,9,6,4,0,3,7,0,1,0,1,4,0,2,1,0,26,0,27,"1,896","2,069",70,148,"1,810",221,43,53,0,"2,954","3,356",149,"3,128","3,182"
Larceny MV_Parts_&_Accessories Value_Stolen,69,"2,646,290",0,"4,160",600,250,0,90,"20,557",0,"2,852",0,"10,675","3,390",200,"3,211","172,893",0,"99,256","14,280","9,673",0,"4,595","14,150",202,"5,000","6,949","10,000","3,634","30,665",800,"2,700",0,"3,030","20,319","13,877","24,110",0,"7,792","7,300","8,000",101,0,"5,196","102,334","13,036","4,290",0,"41,209",180,"155,688","4,144","78,337","4,335","1,300","31,862",0,255,"20,829",1,"1,452",959,0,"19,341",0,0,0,0,0,0,901,"4,300","2,500","3,001",0,441,874,"2,062","94,560","5,646",100,"61,412",200,10,"53,573","31,118","3,104",82,0,"2,663","112,846","3,010",0,700,"100,664","54,705","22,439","6,956","3,501",0,"13,303",0,"90,853",87,"20,260","13,718","10,000",275,"1,050","19,242",383,"1,550","2,500",400,0,"3,000","2,740",987,"54,599","1,035",10,"24,590",250,0,60,0,"7,073",0,"38,517",0,"16,829",80,866,"50,248","13,082","3,000","8,100","25,088","22,029","7,695","74,719","2,202","1,510",1,100,"28,709",900,0,"45,412",0,"43,199",0,0,"167,892",111,"24,574","2,900","73,317","34,496",0,"6,040","16,862",40,"11,334","5,825","1,200","2,092","13,663","27,695","4,891","11,970","13,051",0,200,550,0,10,0,50,495,0,275,0,0,"5,185",0,"9,894","514,971","969,023","89,971","121,545","651,432","109,610","69,228","120,510",0,"466,537","2,179,753","278,275","1,687,308","958,982"
Larceny Bicycles Offenses,70,"1,579",0,11,0,2,0,1,10,0,4,0,18,0,0,10,71,0,31,0,1,2,0,0,3,0,4,0,13,2,0,0,0,3,0,18,7,0,15,0,0,2,1,5,58,21,2,0,1,0,19,1,32,7,0,8,0,5,23,2,9,2,0,28,0,72,0,0,0,0,1,0,0,1,0,0,0,2,53,2,1,48,0,0,44,27,0,0,0,20,65,0,0,0,162,9,22,1,0,0,2,1,4,0,44,12,2,3,2,1,0,15,2,0,1,0,0,8,0,1,1,1,0,0,0,0,6,0,6,0,6,0,0,17,0,0,0,27,0,7,32,2,0,0,2,38,5,0,6,0,11,0,0,40,0,7,0,37,39,0,5,13,0,1,15,8,0,22,9,5,0,1,1,65,35,0,0,8,1,3,0,0,1,0,14,2,0,285,489,65,68,527,75,48,22,0,372,"1,207",27,"1,007",572
Larceny Bicycles Value_Stolen,71,"501,054",0,"2,800",0,336,0,120,"2,810",0,"1,500",0,"11,051",0,0,"5,874","18,053",0,"14,725",0,500,950,0,0,"6,651",0,"1,101",0,"5,300","2,882",0,0,0,510,0,"2,650","1,734",0,"2,167",0,0,300,160,"1,670","8,753","15,276","1,800",0,200,0,"4,585",100,"11,521","5,112",0,"1,605",0,"1,299","11,525",769,"1,192","1,600",0,"6,994",0,0,0,0,0,0,"3,500",0,0,3,0,0,0,"2,000","31,804",850,653,"11,805",0,0,"19,300","10,639",0,0,0,"4,066","17,912",0,0,0,"45,147","1,715","3,997",10,0,0,603,300,"1,783",0,"7,751","1,585","5,800","1,450",350,"2,800",0,"2,897",200,0,750,0,0,"1,269",0,510,120,150,0,0,0,0,"1,150",0,"2,070",0,"4,999",0,0,"5,778",0,0,0,"14,042",0,"4,524","9,539",350,0,0,"2,700","10,274",891,0,"1,321",0,"3,829",0,0,"10,869",0,"2,970",0,"12,523","9,908",0,"2,400","2,870",0,"1,200","3,858","5,600",0,"5,390","2,730",710,0,600,500,"18,983","12,005",0,0,"2,186",50,625,0,0,500,0,"4,000","1,216",0,"87,692","148,198","18,212","28,730","161,074","27,768","17,386","11,994",0,"88,111","412,943","25,287","350,077","150,977"
