Description,Index,Connecticut,Andover,Ansonia PD,Ashford CSP,Avon PD,Barkhamsted CSP,Beacon Falls CSP,Berlin PD,Bethany CSP,Bethel PD,Bethlehem CSP,Bloomfield PD,Bolton CSP,Bozrah CSP,Branford PD,Bridgeport PD,Bridgewater CSP,Bristol PD,Brookfield PD,Brooklyn CSP,Burlington CSP,Canaan CSP,Canterbury CSP,Canton PD,Chaplin CSP,Cheshire PD,Chester CSP,Clinton PD,Colchester CSP,Colebrook CSP,Columbia CSP,Cornwall CSP,Coventry PD,Cromwell PD,Danbury PD,Darien PD,Deep River CSP,Derby PD,Durham CSP,Eastford CSP,East Granby CSP,East Haddam CSP,East Hampton PD,East Hartford PD,East Haven PD,East Lyme CSP,Easton PD,East Windsor PD,Ellington CSP,Enfield PD,Essex CSP,Fairfield PD,Farmington PD,Franklin CSP,Glastonbury PD,Goshen CSP,Granby PD,Greenwich PD,Griswold CSP,Groton City PD,Guilford PD,Haddam CSP,Hamden PD,Hampton CSP,Hartford PD,Hartland CSP,Harwinton CSP,Hebron CSP,Kent CSP,Killingly CSP,Killingworth CSP,Lebanon CSP,Ledyard CSP,Lisbon CSP,Litchfield CSP,Lyme CSP,Madison PD,Manchester PD,Mansfield CSP,Marlborough CSP,Meriden PD,Middlebury PD,Middlefield CSP,Middletown PD,Milford PD,Monroe PD,Montville CSP,Morris CSP,Naugatuck PD,New Britain PD,New Canaan PD,New Fairfield CSP,New Hartford CSP,New Haven PD,Newington PD,New London PD,New Milford PD,Newtown PD,Norfolk CSP,North Branford PD,North Canaan CSP,North Haven PD,North Stonington CSP,Norwalk PD,Norwich PD,Old Lyme CSP,Old Saybrook PD,Orange PD,Oxford CSP,Plainfield PD,Plainville PD,Plymouth PD,Pomfret CSP,Portland PD,Preston CSP,Prospect CSP,Putnam PD,Putnam CSP,Redding PD,Ridgefield PD,Rocky Hill PD,Roxbury CSP,Salem CSP,Salisbury CSP,Scotland CSP,Seymour PD,Sharon CSP,Shelton PD,Sherman CSP,Simsbury PD,Somers CSP,Southbury CSP,Southington PD,South Windsor PD,Sprague CSP,Stafford CSP,Stamford PD,Sterling CSP,Stonington PD,Stratford PD,Suffield PD,Thomaston PD,Thompson CSP,Tolland CSP,Torrington PD,Trumbull PD,Union CSP,Vernon PD,Voluntown CSP,Wallingford PD,Warren CSP,Washington CSP,Waterbury PD,Waterford PD,Watertown PD,Westbrook CSP,West Hartford PD,West Haven PD,Weston PD,Westport PD,Wethersfield PD,Willington CSP,Wilton PD,Winchester PD,Willimantic PD,Windham CSP,Windsor PD,Windsor Locks PD,Wolcott PD,Woodbridge PD,Woodbury CSP,Woodstock CSP,Yale Univ. PD,UCONN-Storrs PD,Foxwoods Casino CSP,Mohegan Sun Casino CSP,MTA PD,CCSU PD,ECSU PD,UCONN Health Ctr. PD,WCSU PD,SCSU PD,Capitol Police PD,Groton Town PD,Groton Long Pt. PD,CTSPOther,Fairfield,Hartford,Litchfield,Middlesex,New Haven,New London,Tolland,Windham,New York,Urban,NonUrban,CSP Total,NIBRS,Summary
Larceny From_Buildings Offenses,72,"10,029",0,63,1,46,0,0,38,1,16,1,33,2,0,87,211,0,147,8,1,0,1,2,3,2,17,0,0,2,2,1,1,20,79,363,3,0,71,1,0,3,1,3,179,139,9,4,32,6,135,1,162,77,1,24,1,20,81,1,54,39,0,42,2,765,0,2,2,0,5,4,1,9,3,4,0,25,146,5,4,136,11,0,207,61,6,12,1,34,361,33,2,7,"1,172",88,96,91,27,4,25,5,98,3,427,120,2,0,77,6,44,44,30,1,6,3,2,22,2,12,29,48,0,1,0,1,28,0,104,0,26,1,7,154,43,1,4,378,1,28,127,23,16,1,2,151,45,1,22,0,34,0,0,"1,054",25,93,1,206,108,11,43,61,1,23,31,44,2,68,60,4,33,4,0,125,63,4,1,4,10,50,0,16,29,1,72,1,13,"2,135","2,845",445,316,"3,528",449,130,181,0,"3,580","6,449",178,"6,171","3,858"
"Murder Relationship Employer, Female",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Murder Relationship Employer, Male",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larceny From_Buildings Value_Stolen,73,"15,357,280",0,"133,606",600,"208,874",0,0,"56,299",179,"9,805",100,"152,565","1,205",0,"173,362","74,488",0,"149,778","7,084",250,0,"3,600","6,050","2,755","1,375","23,662",0,0,860,"5,071",678,500,"19,858","107,015","970,105","57,502",0,"35,402","1,150",0,"1,440",150,207,"116,640","185,765","15,519","2,110","23,527","324,830","235,780","15,324","689,528","136,348",550,"62,673","2,000","13,360","795,076","6,000","38,906","67,130",0,"34,762","5,691",0,0,349,"13,903",0,"10,950","6,975",400,"10,837","2,660","20,695",0,"177,411","75,545","5,140","2,070","180,547","83,644",0,"165,808","44,111","1,556","15,592",1,"21,395","651,592","439,194","2,699","12,225","776,332","148,288","197,529","197,931","75,554","7,300","53,462","2,476","587,364","6,200","721,700","81,092",910,0,"89,072","3,530","71,872","71,913","35,785","3,330","18,609",462,"2,120","13,433","1,408","38,020","419,985","110,542",0,150,0,20,"39,621",0,"194,476",0,"58,983",400,"18,929","100,395","63,425",265,"2,675","799,882",200,"36,688","154,089","49,203","9,984","5,942",157,"104,713","79,131","2,010","25,836",0,"57,457",0,0,"1,024,515","24,722","94,034",29,"208,846","88,820","12,969","193,448","69,078","12,745","51,875","16,456","32,093","7,118","495,746","28,541","5,830","184,781",962,0,"139,140","30,300","1,195",250,"3,716","8,949","11,631",0,"8,164","11,666",49,"110,116","1,700","14,553","5,802,156","3,303,204","514,182","329,820","4,243,615","552,603","439,737","171,963",0,"2,675,217","12,682,063","592,954","11,306,222","4,051,058"
Larceny Coin-operated_Machines Offenses,74,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,23,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,6,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12,24,1,2,39,5,1,0,0,20,64,2,30,54
Larceny Coin-operated_Machines Value_Stolen,75,"98,099",0,0,0,0,0,0,0,0,0,0,385,0,0,0,276,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,385",0,0,500,0,0,0,0,0,95,0,0,0,300,0,0,0,0,1,0,0,0,0,0,0,"1,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,0,0,0,0,0,"41,642",0,0,0,0,125,0,0,0,0,34,0,10,0,0,0,0,0,0,"1,800",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,166",0,30,1,0,0,0,0,0,0,0,0,0,186,0,0,"3,219","43,050",0,0,5,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,231,"4,698","3,073",10,231,"45,547","44,540",0,0,0,"4,661","93,438",231,"49,288","48,811"
Larceny All_Other Offenses,76,"13,641",4,52,7,20,10,23,94,23,70,14,185,15,12,167,714,6,295,71,36,24,5,14,20,4,78,3,101,27,4,9,4,43,28,181,15,7,25,20,2,16,40,55,161,87,98,8,116,29,184,5,140,100,10,58,5,37,162,56,34,112,15,452,5,151,0,14,13,14,106,3,9,81,43,34,4,41,294,91,5,331,19,15,150,505,95,74,8,254,171,50,18,26,599,193,155,117,52,9,66,18,132,19,102,146,20,65,35,23,29,223,48,15,12,17,38,65,18,15,15,37,6,11,12,6,19,8,55,2,62,19,113,118,110,17,23,294,14,154,213,23,18,27,26,214,83,2,92,7,271,5,13,445,87,60,17,108,330,9,76,30,16,21,28,64,35,127,56,69,7,15,17,53,58,46,90,56,20,13,1,8,16,0,193,1,113,"2,525","3,039",715,649,"4,385","1,411",440,477,0,"2,203","11,438","1,947","9,392","4,249"
Larceny All_Other Value_Stolen,77,"24,118,759","6,441","53,572","17,402","131,484","13,058","16,166","135,846","549,941","103,182","10,298","254,254","403,334","17,579","374,382","621,471","3,977","372,776","131,421","82,732","68,395","2,994","30,279","18,413","10,577","114,616","12,600","177,738","53,111","5,566","31,563","1,600","38,395","7,817","147,770","23,789","31,117","8,900","133,447",650,"42,793","35,975","64,820","125,619","138,095","100,175","8,243","345,662","117,533","344,731","14,385","165,344","660,275","18,361","334,627","9,001","13,070","1,622,746","52,823","21,213","169,338","20,193","518,234","6,043",0,0,"189,853","3,797","52,123","207,091","2,406","4,251","677,362","23,447","69,554","1,515","90,263","265,961","141,733","5,899","622,939","16,104","49,168","152,556","380,877","661,657","92,410","2,552","287,561","64,903","174,577","165,700","128,497","384,033","976,236","584,818","133,609","232,274","24,771","137,186","34,128","162,783","33,624","330,972","115,909","34,830","135,015","67,745","14,281","26,680","220,133","40,770","39,413","3,813","24,381","171,960","54,540","18,984","16,328","200,413","95,553","16,230","13,664","24,856","10,776","26,979","9,891","63,063","13,000","119,060","114,764","223,287","97,100","160,081","13,498","39,037","857,715","75,746","154,545","359,557","32,242","10,336","44,301","13,700","197,810","88,529","16,500","62,673","9,821","221,546","2,600","27,180","229,104","122,638","97,338","60,593","132,208","212,877","9,690","243,978","60,786","9,148","49,918","8,496","28,090","24,192","238,886","54,005","171,090","1,253","144,141","29,679","21,656","40,998","67,143","135,678","81,439","8,702","1,107",100,"4,391","6,263",0,"348,454",110,"336,631","6,377,167","5,379,800","1,261,229","1,238,274","5,393,031","2,721,360","1,039,616","708,282",0,"2,092,323","22,026,436","5,609,895","19,383,858","4,734,901"
Larceny $200_and_Over Offenses,78,"24,193",4,115,7,74,11,24,125,21,75,8,195,17,11,260,"1,024",4,473,80,29,20,4,14,31,5,105,4,100,26,6,14,6,48,115,480,24,7,101,18,2,17,31,34,302,202,73,9,138,29,406,8,451,326,9,119,6,48,242,45,68,62,13,534,7,"1,306",0,11,13,12,83,3,11,63,58,32,2,43,521,67,9,450,38,12,290,549,78,58,3,238,525,74,18,33,"2,027",314,208,196,51,11,68,13,227,19,489,219,15,61,152,21,74,166,81,14,11,13,45,52,14,24,39,133,5,11,9,6,76,4,196,2,81,17,80,259,111,13,28,648,16,141,416,51,24,19,21,350,249,3,96,5,209,5,10,"1,553",234,162,21,496,433,17,130,159,18,59,58,110,33,187,100,108,45,16,14,146,94,25,51,59,22,25,0,19,25,0,250,2,138,"4,953","6,714","1,080",866,"7,957","1,630",469,524,0,"6,558","17,635","1,723","15,723","8,470"
MVTheft Auto Offenses,85,"5,149",0,49,0,5,0,3,9,3,5,0,19,0,0,37,527,0,108,4,2,4,1,0,1,0,5,0,0,2,0,2,0,4,4,60,2,4,24,4,0,26,5,3,108,78,1,0,9,2,21,1,37,18,0,6,1,1,31,16,3,6,0,71,1,592,0,1,3,0,7,2,0,8,3,1,0,0,48,10,0,112,5,7,60,66,6,26,0,57,166,5,3,2,685,26,35,7,2,0,11,8,31,10,70,36,0,3,10,0,5,13,9,16,0,5,17,3,1,0,0,8,0,1,1,0,16,0,37,0,4,0,6,26,7,1,5,133,0,7,121,1,5,3,1,28,25,0,7,0,20,0,0,623,6,33,3,72,171,0,11,22,3,3,5,37,7,18,11,21,17,1,0,2,1,1,0,0,1,3,0,0,0,1,15,0,72,"1,082","1,351",103,168,"2,146",176,38,85,0,"2,560","2,589",313,"2,665","2,484"
Larceny $200_and_Over Value_Stolen,79,"49,553,958","6,441","204,946","17,984","368,081","14,449","22,072","314,110","551,461","126,567","10,306","420,780","407,389","18,064","685,843","1,142,350","3,857","674,878","157,175","97,414","68,331","6,484","36,123","112,261","12,305","192,019","14,425","229,450","55,039","10,637","38,019","3,410","71,742","163,138","1,315,917","93,082","31,117","70,181","134,714","2,550","61,737","35,383","69,185","433,143","419,735","118,490","10,950","403,782","445,909","782,558","30,409","1,098,727","1,004,599","18,811","461,837","14,000","41,994","2,921,982","64,779","92,224","242,277","20,484","701,702","12,683",0,0,"190,151","26,175","52,468","221,029","9,265","7,134","694,131","48,534","108,079","1,475","282,904","570,008","155,327","10,069","980,808","118,318","49,146","425,206","682,408","674,288","106,804","2,400","375,044","425,501","656,795","168,469","144,682","2,126,820","1,211,322","849,078","377,156","313,785","32,770","222,825","38,382","884,167","40,229","1,458,793","257,889","35,440","153,153","210,974","22,767","117,867","308,937","101,482","56,133","27,004","24,382","194,961","70,156","20,970","57,192","634,767","245,772","16,180","16,344","31,376","12,600","107,346","9,563","337,919","13,000","198,367","114,981","246,036","267,746","286,473","13,533","51,746","1,997,834","150,226","261,061","796,933","109,459","22,433","50,102","15,859","383,857","299,699","18,510","481,074","10,899","348,954","2,600","26,872","1,725,471","316,832","275,263","87,945","545,094","531,401","23,883","527,054","227,195","25,606","131,319","46,991","85,235","434,101","918,019","104,742","227,352","208,418","145,557","32,236","173,737","77,248","69,774","138,420","87,404","17,663","13,400",0,"12,610","17,752",0,"510,258","3,200","418,914","15,058,494","10,594,458","2,071,405","1,898,938","12,778,699","3,772,824","1,936,026","1,443,114",0,"6,992,475","42,561,483","6,999,628","38,553,521","11,000,437"
Larceny $50_to_$200 Offenses,80,"12,712",0,96,2,27,1,7,50,3,34,3,120,2,2,104,724,1,254,44,9,2,2,2,14,0,31,0,38,5,0,2,0,24,93,249,12,1,48,5,1,2,7,15,181,105,39,1,64,5,173,2,202,182,1,47,0,14,52,10,45,29,2,318,0,626,0,2,2,2,31,1,4,18,40,7,0,27,358,52,1,286,5,3,121,425,34,11,1,98,348,17,2,2,"1,153",158,108,67,21,2,30,7,71,4,194,194,3,23,75,4,17,115,27,3,4,4,11,31,9,5,4,69,1,2,1,1,33,2,53,0,34,2,24,165,67,3,5,185,0,77,253,10,9,7,13,184,125,0,34,3,110,0,2,"1,186",156,94,4,308,249,0,43,114,4,12,35,70,19,96,45,34,11,2,2,63,49,16,13,17,5,39,1,6,9,0,127,1,32,"2,289","3,650",454,351,"4,645",886,194,243,0,"3,874","8,838",502,"7,371","5,341"
Larceny $50_to_$200 Value_Stolen,81,"1,777,759",0,"9,529",160,"3,183",126,704,"5,253",419,"3,704",300,"12,060",200,339,"11,387","83,663",100,"25,847","5,155",876,245,110,206,"1,662",0,"3,345",0,"4,077",573,0,240,0,"2,316","10,086","25,900","1,302",60,"4,415",626,100,175,942,"1,365","17,676","11,563","4,134",100,"6,416",504,"19,642",170,"20,364","19,591",100,"4,899",0,"1,785","5,647","1,196","4,068","3,274",309,"31,788",0,0,0,260,180,180,"3,425",75,509,"1,971","4,291",687,0,"2,736","39,758","5,606",130,"32,846",554,447,"11,573","48,312","3,627","1,332",150,"10,266","526,154","1,882",300,200,"124,469","16,945","11,313","6,079","2,075",285,"3,262",997,"7,842",292,"20,538","22,069",250,"2,226","8,303",430,"1,296","10,589","2,952",363,450,411,"1,266","3,326","1,012",572,566,"7,466",50,250,70,176,"3,867",293,"5,836",0,"4,145",183,"2,304","18,066","7,252",230,573,"20,148",0,"7,796","25,915",975,"1,210",738,"1,187","19,455","15,075",0,"3,579",295,"11,772",0,306,"117,164","17,556","9,728",330,"34,262","25,868",0,"4,462","11,270",402,"1,575","3,301","7,088","2,097","10,390","4,667","4,189","1,047",146,237,"7,460","5,716","1,884","1,517","1,807",497,"4,530",100,716,977,0,"12,902",110,"2,947","250,929","811,100","46,985","35,683","491,358","95,388","20,686","25,630",0,"345,444","1,432,315","54,178","781,030","996,729"
Larceny Under_$50 Offenses,82,"15,166",0,74,2,17,0,3,54,6,37,5,77,0,1,176,862,1,237,17,7,5,0,0,11,2,36,0,73,3,0,0,0,30,49,243,29,2,91,1,1,6,4,44,529,251,24,4,69,7,111,0,286,84,1,45,1,21,49,13,33,127,2,196,1,"1,484",0,5,5,1,20,3,0,19,16,12,2,26,352,41,1,236,10,2,254,328,19,22,5,171,542,15,2,3,"1,114",141,179,72,27,1,47,10,90,2,697,231,8,15,63,11,22,115,32,4,14,4,9,61,5,3,26,54,0,2,5,1,37,2,47,0,15,4,34,196,138,2,8,610,1,86,376,13,24,3,6,198,62,0,59,2,213,0,1,642,45,84,4,317,413,7,26,45,3,10,57,72,6,70,30,78,10,5,2,49,58,16,32,3,7,37,0,7,20,1,116,0,36,"3,464","4,787",524,503,"4,561",859,221,247,0,"4,712","10,454",486,"9,081","6,085"
Larceny Under_$50 Value_Stolen,83,"211,289",0,"1,293",43,319,0,3,770,14,337,22,"1,220",0,1,"1,650","29,383",20,"4,579",335,80,60,0,0,10,27,392,0,899,53,0,0,0,414,752,"3,763",70,34,750,40,0,97,50,271,"3,649","1,722",367,3,979,89,"1,830",0,"2,161","1,936",0,745,1,209,355,150,430,603,1,"3,490",1,0,0,51,31,0,215,41,0,129,344,68,40,217,"4,828",928,40,"3,957",122,46,"2,092","4,123",292,273,3,"1,333","21,768",201,4,75,"17,462","2,105","1,747",663,197,16,354,48,"1,048",1,"3,286","3,374",107,354,"1,173",110,134,"11,635",454,22,94,50,83,440,134,49,253,"1,141",0,0,21,20,341,35,433,0,259,51,251,"2,753",834,0,75,"3,097",20,"1,314","2,988",191,229,3,116,"1,878",965,0,800,32,"2,150",0,2,"16,432",846,"1,286",48,"5,462","4,101",7,288,"1,038",12,63,779,"1,018",182,774,317,686,79,61,2,266,928,128,151,50,186,418,0,46,208,49,"2,010",0,283,"48,626","69,783","5,712","5,005","64,413","11,547","3,444","2,759",0,"66,374","144,915","5,505","101,002","110,287"
Larceny Clearances,84,"11,839",0,68,3,20,2,8,48,3,45,4,106,3,1,145,276,0,199,23,18,7,0,4,18,1,56,1,51,22,1,3,0,5,84,216,20,5,56,2,0,2,6,12,178,114,31,2,55,10,198,1,233,317,1,53,0,12,38,19,32,27,2,218,3,521,1,4,2,5,59,4,3,22,77,13,0,21,453,90,3,267,7,5,156,468,27,25,2,141,238,10,6,11,615,157,102,59,19,4,33,10,65,6,272,253,11,22,75,6,21,143,28,1,8,9,4,38,17,2,15,106,0,2,4,1,27,1,34,0,18,7,23,148,100,2,21,255,2,64,166,8,22,11,29,215,249,0,52,3,202,2,3,713,290,69,6,347,156,3,36,103,5,22,23,59,34,86,23,31,7,2,6,10,36,24,44,7,4,2,1,1,4,0,139,0,45,"1,977","3,673",484,410,"3,570","1,182",263,280,0,"2,380","9,459",840,"7,522","4,317"
Arson Structural Value_Damaged,94,"3,091,429",1,"10,000",0,1,0,0,0,0,0,0,0,0,0,0,"390,100",0,"11,000",0,0,0,0,0,0,0,"140,000",0,1,0,0,0,0,0,0,0,0,0,"2,002",0,0,0,"200,000",0,"12,000",0,0,0,"1,011",0,0,0,0,0,0,0,0,0,0,0,"27,001",0,0,0,0,"80,620",0,0,500,500,"125,000",0,0,0,0,0,0,0,"10,000",0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"60,010",0,0,0,0,0,0,2,"160,000",0,"150,000",0,0,"26,000",0,"142,000",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,"200,000",0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,550",0,"1,340,009","390,108","114,635","202,510","1,690,010","153,108","188,556","1,501","351,001",0,"471,226","2,620,203","1,666,012","2,449,609","641,820"
MVTheft Auto Clearances,86,583,0,1,0,0,0,1,4,0,4,0,7,0,0,9,39,0,10,1,1,0,1,0,6,0,3,0,3,0,0,0,0,1,1,2,1,0,3,0,0,0,3,3,4,2,4,0,0,0,1,0,2,6,0,4,0,0,6,3,1,0,0,15,0,46,0,0,3,0,0,0,0,1,0,1,0,0,2,5,0,22,0,0,5,2,3,4,0,17,8,1,0,1,42,11,7,0,0,0,2,2,3,3,2,10,0,3,0,0,3,0,2,0,0,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,8,1,0,0,9,0,3,5,0,4,0,0,12,3,0,2,0,4,0,0,85,4,1,1,5,2,0,1,1,0,1,4,10,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,35,80,130,28,54,219,46,11,15,0,221,362,76,351,232
MVTheft Trucks_&_Buses Offenses,87,186,1,0,0,0,0,1,1,0,0,0,0,0,0,0,64,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,2,8,1,1,9,0,0,1,2,1,2,4,2,0,0,1,1,0,0,1,0,0,1,0,8,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,3,2,0,2,0,1,1,0,4,0,0,0,0,2,1,3,0,1,2,0,0,0,1,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,27,14,6,24,16,7,18,0,69,117,32,93,93
MVTheft Trucks_&_Buses Clearances,88,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,2,0,0,1,0,1,9,3,7,3
MVTheft Other_Vehicles Offenses,89,880,0,1,0,1,0,2,1,1,1,0,3,0,0,3,72,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,1,0,11,23,0,1,0,1,2,0,2,3,0,0,0,1,11,1,1,0,0,1,0,46,0,0,0,1,0,0,2,1,2,1,0,0,5,2,0,28,0,1,14,37,1,6,0,2,61,0,0,0,71,7,24,2,0,0,1,1,1,1,36,15,0,0,3,0,3,3,5,0,5,5,3,2,0,0,0,6,0,0,0,0,1,1,3,0,1,2,0,13,3,0,0,18,0,0,11,3,0,0,0,5,5,0,5,0,7,0,0,64,0,10,3,10,70,0,0,6,0,3,0,11,2,0,0,13,0,1,1,0,18,0,0,0,0,0,0,0,0,0,2,0,18,167,199,27,42,336,60,29,20,0,271,609,61,453,427
MVTheft Other_Vehicles Clearances,90,86,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6,0,0,0,4,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4,0,1,0,1,8,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,15,4,10,25,6,0,3,0,29,57,11,45,41
MVTheft Value_Stolen,91,"31,649,443","3,950","239,985",0,"33,003",0,"107,610","141,700","16,150","23,601",0,"109,437",0,0,"225,207","2,960,583",0,"638,904","58,840","6,500","40,000","10,000","2,500","2,500",0,"100,943",0,0,"2,500",0,"6,500",0,"27,100","39,201","492,286","9,000","135,200","166,166","10,134","7,500","62,190","39,450","9,001","757,466","475,111","12,000","12,600","63,505","35,000","248,147","1,500","560,101","79,133","14,000","119,312","3,000","15,000","556,882","74,476","16,554",0,0,"460,148",800,0,0,"12,000","5,800","12,000","44,426","3,470","4,150","41,000","34,670","8,722",0,0,"339,785","42,222",0,"791,493","62,864","70,495","455,358","726,640","75,050","162,430","15,000","493,247","825,255","62,675","38,000","10,320","3,081,562","165,403","190,629","140,876","20,110",0,"88,460","17,713","107,999","50,950","262,073","233,780",0,"46,000","122,200",0,"45,225","107,301","93,669","6,850","29,300","27,375","178,364","26,553","15,000",0,0,"127,801",0,"1,500",750,"3,000","226,371","8,800","259,820",0,"32,515","2,500","42,573","425,405","99,170","2,450","26,310","956,756",0,"120,348","901,248","112,710","65,800","30,601","4,000","217,119","130,438",0,"112,551",0,"277,487",0,0,"4,334,049","39,900","298,280","136,900","297,197","1,028,066",0,"225,200","284,892","49,000","73,514","31,750","230,277","56,914","73,634","110,470","313,410","59,502","10,500","6,000","15,300","13,725","2,000",0,0,"2,500","37,500",0,0,0,"13,500","72,065",0,"1,018,535","7,678,777","5,327,835","956,299","1,994,544","13,740,907","1,102,777","328,658","519,646",0,"11,332,950","20,316,493","2,794,250","19,125,084","12,524,359"
Arson Structural Offenses,92,108,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,1,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,16,38,4,21,11,10,3,5,0,35,73,25,60,48
Arson Structural Clearances,93,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,1,2,8,3,1,3,0,14,29,2,19,24
