Description,Index,Connecticut,Andover,Ansonia PD,Ashford CSP,Avon PD,Barkhamsted CSP,Beacon Falls CSP,Berlin PD,Bethany CSP,Bethel PD,Bethlehem CSP,Bloomfield PD,Bolton CSP,Bozrah CSP,Branford PD,Bridgeport PD,Bridgewater CSP,Bristol PD,Brookfield PD,Brooklyn CSP,Burlington CSP,Canaan CSP,Canterbury CSP,Canton PD,Chaplin CSP,Cheshire PD,Chester CSP,Clinton PD,Colchester CSP,Colebrook CSP,Columbia CSP,Cornwall CSP,Coventry PD,Cromwell PD,Danbury PD,Darien PD,Deep River CSP,Derby PD,Durham CSP,Eastford CSP,East Granby CSP,East Haddam CSP,East Hampton PD,East Hartford PD,East Haven PD,East Lyme CSP,Easton PD,East Windsor PD,Ellington CSP,Enfield PD,Essex CSP,Fairfield PD,Farmington PD,Franklin CSP,Glastonbury PD,Goshen CSP,Granby PD,Greenwich PD,Griswold CSP,Groton City PD,Guilford PD,Haddam CSP,Hamden PD,Hampton CSP,Hartford PD,Hartland CSP,Harwinton CSP,Hebron CSP,Kent CSP,Killingly CSP,Killingworth CSP,Lebanon CSP,Ledyard CSP,Lisbon CSP,Litchfield CSP,Lyme CSP,Madison PD,Manchester PD,Mansfield CSP,Marlborough CSP,Meriden PD,Middlebury PD,Middlefield CSP,Middletown PD,Milford PD,Monroe PD,Montville CSP,Morris CSP,Naugatuck PD,New Britain PD,New Canaan PD,New Fairfield CSP,New Hartford CSP,New Haven PD,Newington PD,New London PD,New Milford PD,Newtown PD,Norfolk CSP,North Branford PD,North Canaan CSP,North Haven PD,North Stonington CSP,Norwalk PD,Norwich PD,Old Lyme CSP,Old Saybrook PD,Orange PD,Oxford CSP,Plainfield PD,Plainville PD,Plymouth PD,Pomfret CSP,Portland PD,Preston CSP,Prospect CSP,Putnam PD,Putnam CSP,Redding PD,Ridgefield PD,Rocky Hill PD,Roxbury CSP,Salem CSP,Salisbury CSP,Scotland CSP,Seymour PD,Sharon CSP,Shelton PD,Sherman CSP,Simsbury PD,Somers CSP,Southbury CSP,Southington PD,South Windsor PD,Sprague CSP,Stafford CSP,Stamford PD,Sterling CSP,Stonington PD,Stratford PD,Suffield PD,Thomaston PD,Thompson CSP,Tolland CSP,Torrington PD,Trumbull PD,Union CSP,Vernon PD,Voluntown CSP,Wallingford PD,Warren CSP,Washington CSP,Waterbury PD,Waterford PD,Watertown PD,Westbrook CSP,West Hartford PD,West Haven PD,Weston PD,Westport PD,Wethersfield PD,Willington CSP,Wilton PD,Winchester PD,Willimantic PD,Windham CSP,Windsor PD,Windsor Locks PD,Wolcott PD,Woodbridge PD,Woodbury CSP,Woodstock CSP,Yale Univ. PD,UCONN-Storrs PD,Foxwoods Casino CSP,Mohegan Sun Casino CSP,MTA PD,CCSU PD,ECSU PD,UCONN Health Ctr. PD,WCSU PD,SCSU PD,Capitol Police PD,Groton Town PD,Groton Long Pt. PD,CTSPOther,Fairfield,Hartford,Litchfield,Middlesex,New Haven,New London,Tolland,Windham,New York,Urban,NonUrban,CSP Total,NIBRS,Summary
Robbery Miscellaneous Value_Stolen,25,"413,731",0,"12,329",0,130,0,0,50,0,0,0,511,0,0,0,"3,319",0,"8,988",0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,"2,645",0,0,92,0,0,0,0,0,166,"22,057",0,0,160,0,95,10,0,0,0,256,0,0,"70,141",0,0,0,0,"5,827",0,0,0,0,0,360,0,0,0,330,0,0,0,0,"16,601",0,0,"7,116",0,0,275,"6,317",444,0,0,682,"1,122",0,0,0,"12,226","5,400","2,328","3,095",0,0,0,0,"11,504",0,"1,076",456,0,0,0,0,"1,150",50,0,0,0,0,"57,000",0,0,0,0,75,0,0,0,0,301,0,0,0,0,0,0,21,"2,231",100,0,"3,414",0,0,"4,568",0,0,0,0,630,"1,048",0,"1,200",0,"1,256",0,0,"62,979",6,880,0,"7,841","7,245",0,0,800,0,0,0,80,0,262,0,0,"2,233",0,0,"3,096","1,365",0,"55,900","1,040",0,0,0,0,506,0,28,0,302,"87,695","44,759","4,965",587,"212,766","59,163","2,565","1,231",0,"81,938","331,793","114,018","293,944","119,787"
Robbery Firearm Offenses,26,"1,148",0,5,0,0,0,0,1,0,0,0,4,0,0,1,203,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,9,0,0,2,1,1,0,0,0,21,6,1,0,4,1,7,1,7,0,1,2,0,0,0,1,0,0,1,21,0,153,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,25,0,0,3,7,0,1,0,5,29,0,0,0,298,1,11,2,0,0,0,0,4,1,15,7,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,4,0,0,1,0,3,0,1,0,0,0,0,4,2,1,1,29,1,1,19,0,0,0,0,7,2,0,3,0,2,0,0,103,1,0,0,7,26,0,0,1,1,0,0,6,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,285,280,11,15,511,27,8,11,0,786,362,24,560,588
Robbery Firearm Clearances,27,270,0,1,0,0,0,0,1,0,0,0,1,0,0,1,29,0,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,2,0,0,0,0,1,0,3,0,1,3,0,0,0,1,0,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,6,0,0,1,2,0,1,0,2,9,0,0,0,45,1,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,1,0,4,0,0,0,0,4,1,0,0,0,3,0,0,35,0,1,0,5,1,0,0,0,0,0,0,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,88,5,3,104,11,0,5,0,147,123,7,141,129
Robbery Knife_Cutting_Instrument Offenses,28,351,0,2,0,0,0,0,0,0,0,0,0,0,0,0,78,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,6,1,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,1,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,5,3,1,0,0,4,16,0,0,0,54,0,5,1,0,0,0,0,1,0,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,1,0,0,1,11,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,110,100,2,8,112,14,2,3,0,220,131,7,135,216
Robbery Knife_Cutting_Instrument Clearances,29,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,3,1,0,0,3,6,0,0,0,19,0,2,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,1,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,34,1,3,50,10,1,2,0,65,60,5,58,67
Robbery Other_Dangerous_Weapon Offenses,30,279,0,1,0,0,0,0,1,0,0,0,2,0,0,0,31,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,9,0,38,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,2,1,2,0,0,1,10,1,0,0,37,0,6,0,0,0,0,0,4,0,5,0,0,0,1,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,1,0,0,21,0,0,3,0,0,0,0,1,2,0,5,0,0,0,0,19,1,2,0,2,2,0,0,0,0,0,0,1,0,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,2,72,84,3,8,93,10,7,2,0,146,133,6,152,127
Robbery Other_Dangerous_Weapon Clearances,31,104,0,1,0,0,0,0,2,0,0,0,0,0,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,3,0,1,0,1,4,0,0,0,9,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,4,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,22,27,1,2,42,6,4,0,0,36,68,5,64,40
Robbery Hands_Fists_Feet_etc. Offenses,32,"1,750",0,8,0,3,0,0,2,0,0,0,4,0,2,2,272,0,19,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,3,36,0,0,7,0,0,0,0,0,29,5,0,0,3,0,7,1,6,11,0,3,0,0,4,0,0,0,0,28,0,312,0,0,0,0,2,0,0,1,0,0,0,0,30,0,0,42,0,0,12,12,0,1,0,3,55,0,1,0,380,8,28,2,0,0,0,0,5,0,34,16,0,0,5,0,1,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,5,0,1,0,1,3,2,0,1,97,0,1,18,0,2,0,0,2,5,0,4,0,5,0,0,99,3,2,0,25,29,0,0,5,0,0,0,6,0,4,3,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,3,0,1,479,536,8,18,636,57,5,11,0,"1,160",590,14,821,929
Robbery Hands_Fists_Feet_etc. Clearances,33,569,0,3,0,2,0,0,1,0,0,0,1,0,2,2,53,0,14,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,10,0,0,6,0,0,0,0,0,10,1,0,0,1,0,6,0,3,9,0,1,0,0,1,0,0,0,0,9,0,71,0,0,0,0,2,0,0,0,0,0,0,0,18,0,0,17,0,0,4,4,0,0,0,3,13,0,1,0,105,6,13,1,0,0,0,0,2,0,8,5,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,1,2,1,0,0,28,0,0,11,0,1,0,0,2,5,0,3,0,5,0,0,43,3,2,0,15,6,0,0,4,0,0,0,3,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,122,185,6,6,214,26,3,7,0,300,269,8,311,258
AgAsslt Firearm Offenses,34,633,0,3,0,1,0,0,0,0,0,0,2,0,0,0,148,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,183,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,1,0,0,12,0,0,0,152,0,9,2,0,0,0,0,0,0,20,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,23,0,4,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,183,204,7,5,200,26,1,7,0,512,121,8,238,395
AgAsslt Firearm Clearances,35,266,0,1,0,1,0,0,0,0,0,0,2,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,2,0,0,0,0,8,0,0,0,54,0,7,2,0,0,0,0,0,0,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,113,7,3,69,14,2,3,0,201,65,5,102,164
AgAsslt Knife_Cutting_Instrument Offenses,36,"1,044",0,2,0,0,0,0,0,0,1,0,5,0,0,0,204,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,31,3,1,0,0,1,6,0,0,1,0,1,0,0,0,2,3,0,0,13,0,194,0,0,0,0,1,0,0,2,2,0,0,0,10,0,0,23,1,0,8,4,0,3,0,3,22,0,0,1,214,4,45,0,0,0,1,0,1,0,30,11,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0,1,6,0,1,2,0,10,0,0,7,0,1,0,0,58,1,2,0,0,12,0,0,0,0,0,8,3,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,294,286,24,10,337,75,8,10,0,713,331,22,484,560
AgAsslt Knife_Cutting_Instrument Clearances,37,729,0,0,0,0,0,0,0,0,0,0,3,0,0,0,124,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,25,2,0,0,0,1,5,0,0,1,0,1,0,0,0,2,3,0,0,10,0,133,0,0,0,0,1,0,0,1,1,0,0,0,15,0,0,20,1,0,7,5,0,2,0,3,10,0,0,1,161,4,32,1,0,0,1,0,1,0,23,8,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,5,0,1,2,0,8,0,0,6,0,1,0,0,30,1,2,0,0,8,0,0,0,0,0,8,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,181,206,22,7,245,54,7,7,0,472,257,15,361,368
AgAsslt Other_Dangerous_Weapon Offenses,38,"1,805",0,5,1,0,1,2,0,0,0,0,4,0,0,5,261,0,6,6,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,6,1,2,2,0,1,0,0,2,34,9,1,0,2,1,7,1,2,4,0,9,0,1,3,4,0,0,0,31,0,379,0,0,0,1,2,0,0,3,1,2,0,1,17,0,1,25,0,0,5,7,0,8,0,12,61,0,2,0,321,1,111,9,0,1,2,0,1,1,83,25,0,0,0,0,3,4,3,0,0,5,2,2,0,1,0,0,1,0,2,0,3,2,2,0,1,0,2,3,0,2,3,57,1,0,9,1,1,1,0,8,0,0,6,1,2,0,1,53,10,13,1,7,38,0,0,4,0,0,2,3,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,28,433,550,47,42,523,179,11,20,0,"1,071",734,97,921,884
AgAsslt Other_Dangerous_Weapon Clearances,39,"1,210",0,2,1,0,0,2,0,0,0,0,4,0,0,5,120,0,3,2,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,1,2,2,0,0,0,0,1,30,2,1,0,3,1,7,1,3,4,0,9,0,1,2,3,1,0,0,19,0,246,0,0,0,1,1,0,0,1,1,0,0,1,19,0,1,24,0,0,2,4,0,4,0,12,43,0,0,0,215,1,91,5,0,1,2,0,1,0,74,18,0,0,0,0,1,4,1,0,0,4,1,2,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1,2,0,3,3,36,1,0,8,0,1,0,0,8,0,0,5,1,1,0,1,27,10,12,1,4,23,0,0,4,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,19,249,387,32,29,346,143,12,12,0,644,566,67,672,538
AgAsslt Hands_Fists_Feet_etc. Offenses,40,"1,380",1,2,1,0,0,3,5,2,0,1,15,1,0,8,107,0,7,2,4,1,1,0,0,2,1,0,8,0,0,0,0,5,1,13,1,0,1,0,1,0,2,3,20,1,3,1,2,0,16,2,6,1,1,2,0,2,1,9,4,4,2,196,0,84,0,0,0,0,7,0,0,2,3,2,0,0,5,1,3,18,0,2,13,2,0,9,0,1,38,0,4,1,94,3,58,6,0,0,0,1,2,0,30,35,0,5,1,1,4,18,2,1,9,2,1,17,2,1,0,0,0,0,0,1,2,0,5,0,1,4,4,4,3,0,4,40,0,3,2,1,2,1,4,14,0,0,12,0,1,0,0,27,20,10,3,1,169,0,1,3,1,0,1,5,3,3,2,0,3,1,1,0,1,2,1,3,0,0,0,0,0,0,14,0,37,217,240,42,87,544,166,34,50,0,352,"1,028",146,826,554
AgAsslt Hands_Fists_Feet_etc. Clearances,41,959,1,1,1,0,0,3,5,2,0,1,5,0,0,7,52,0,6,1,3,1,1,0,0,0,1,0,7,0,0,0,0,2,1,4,1,0,0,0,1,0,1,2,17,1,2,1,1,0,16,2,5,1,1,2,0,2,0,5,5,0,1,105,0,77,0,0,0,0,5,0,0,1,3,2,0,0,6,0,1,17,0,1,11,0,0,6,0,0,28,0,0,1,61,3,45,4,0,0,0,0,1,0,25,19,0,6,1,1,2,43,2,0,6,0,0,16,2,0,0,0,0,0,0,0,3,0,3,0,0,7,2,3,3,0,2,24,0,3,2,1,2,1,3,8,0,0,10,0,1,0,0,15,20,10,3,0,113,0,0,2,0,0,1,5,1,3,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,12,0,18,121,226,33,59,335,123,25,37,0,229,730,88,554,405
Burglary Residence_Night Offenses,42,"2,639",2,20,3,3,3,4,8,1,0,0,10,0,2,7,181,0,85,8,4,1,1,2,2,1,3,0,13,8,1,3,0,0,13,50,1,2,3,2,0,2,5,7,86,29,7,2,7,6,36,0,53,8,1,15,0,4,20,12,3,3,1,63,3,302,0,2,7,2,16,2,3,13,1,0,1,4,58,10,2,73,0,3,24,26,4,9,0,3,83,3,3,3,300,15,65,5,7,1,2,0,12,3,78,43,3,3,6,3,0,10,6,5,0,6,3,11,2,0,2,4,1,1,3,3,2,3,22,0,6,3,8,23,10,1,8,61,4,19,58,8,1,5,1,6,20,0,18,0,9,0,0,59,5,6,1,62,30,1,7,10,1,7,7,11,4,6,3,0,1,1,7,14,5,0,0,0,0,0,0,0,0,0,15,0,0,588,869,52,76,688,221,64,81,0,903,"1,736",235,"1,642",997
Burglary Residence_Night Value_Stolen,43,"5,156,896","21,500","16,168","4,050",850,498,"1,650","11,379",400,0,0,"8,745",0,"8,160","2,986","267,336",0,"161,030","29,635","3,560",0,126,"2,700",1,"2,635","30,636",0,"15,392","6,076","1,207","2,990",0,0,"10,157","114,053",2,"3,745",1,"1,216",0,"1,385","10,171","5,541","62,895","41,382","17,186","14,383","4,681","25,743","56,471",0,"174,598","115,909",300,"49,640",0,"1,607","86,617","125,730",120,800,2,"114,190","6,540",0,0,"4,395","27,395","11,601","7,203",723,"3,060","58,495","6,660",0,0,75,"72,955","18,964","36,301","99,454",0,"5,300","44,367","43,880",255,"34,315",0,"15,401","48,169","31,662","2,221","38,393","304,632","32,987","72,915",1,"19,624",1,900,0,"410,162","15,341","270,832","8,023","12,035","2,570","18,646","1,810",0,"9,540","1,201","8,525",0,"8,094","1,276","1,556",970,0,"41,000","12,400","31,200",150,"3,635","43,820",150,"1,188","12,904",0,"19,697","47,316","15,340","32,090","40,240",899,"7,179","48,338","8,071","25,128","160,255","17,650",1,"16,638","10,693","19,011","61,447",0,"10,727",0,"57,230",0,0,"57,782","58,600","16,145",300,"219,025","238,896","23,250","121,856","15,638",210,"109,351","4,051","8,130","7,870","3,938","3,990",0,0,200,"7,560","8,210","3,169",0,0,0,0,0,0,0,0,0,"46,668",0,0,"1,589,619","1,039,213","132,854","99,484","1,482,057","507,955","175,886","129,828",0,"678,088","4,478,808","752,917","4,045,700","1,111,196"
Arson Mobile Offenses,95,73,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,24,3,5,7,3,0,4,0,44,29,11,31,42
Burglary Residence_Day Offenses,44,"5,160",2,21,5,5,2,5,16,3,0,1,14,7,3,26,453,0,177,7,12,4,3,16,9,2,8,2,27,10,4,7,3,8,0,84,6,1,2,8,5,6,20,9,162,52,43,0,22,12,40,1,82,9,2,29,1,15,33,8,2,16,9,102,3,476,2,6,6,5,27,3,15,21,9,9,6,8,100,33,8,156,4,3,39,53,12,29,2,4,169,8,7,4,477,33,97,4,9,4,6,1,18,10,99,140,17,2,2,11,4,8,10,6,2,8,6,8,9,1,4,9,4,10,10,5,7,3,35,0,13,5,15,53,21,6,8,149,5,33,126,13,5,22,16,19,52,0,28,6,39,1,2,148,30,17,6,80,63,3,7,21,4,14,16,33,24,11,0,3,9,6,11,24,2,0,0,0,0,0,0,0,0,0,40,0,2,"1,191","1,525",142,134,"1,288",545,138,197,0,"1,703","3,457",648,"3,165","1,995"
Burglary Residence_Day Value_Stolen,45,"9,952,789",200,"24,577","15,830","8,342","5,650","5,048","16,443",635,0,0,"10,924","15,161","16,700","130,712","727,304",0,"409,363","12,273","26,751","12,790",960,"35,560","34,698","22,420","35,534","2,014","43,045","41,072","7,012","11,366","2,620","11,608",0,"207,147","41,468","1,100",502,"17,095","10,473","15,570","37,371","12,271","226,078","72,985","151,066",0,"53,136","125,524","68,731","3,500","209,477","41,202","4,275","233,525","1,800","29,940","313,470","7,830",625,"12,308","11,309","120,706","2,127",0,"1,485","2,855","36,102","7,280","63,363","12,935","35,250","56,126","18,845","28,043","108,794","2,945","149,645","85,422","39,868","360,874","14,424","4,082","58,668","83,044","21,190","67,336","15,000","2,368","204,830","180,743","25,805","12,310","574,274","33,716","100,470","2,441","17,757","4,273","14,343","16,710","43,809","5,706","168,123","50,330","34,203","8,568","3,641","25,678",683,"17,089","34,670","20,150",100,"26,838","9,519","2,800","6,989","7,500","8,510","23,648","12,125","23,855","49,116",262,"31,824",790,"92,516",0,"128,547","44,226","19,455","100,589","18,709","10,700","31,891","341,988","7,259","55,637","262,117","53,798","10,580","30,199","55,410","63,761","127,858",0,"53,691","3,190","72,136","1,550","43,670","441,163","40,672","21,660","87,370","217,078","101,316","35,647","29,438","53,753","14,298","28,184","54,378","82,661","33,350","15,216",0,"17,923","127,410","6,305","20,886","26,013",330,0,0,0,0,0,0,0,0,0,"68,896",0,0,"2,858,515","2,218,713","405,559","299,428","2,375,166","928,416","485,229","381,763",0,"2,084,729","7,868,060","1,877,703","7,426,822","2,525,967"
Burglary Residence_Unknown Offenses,46,"1,660",0,0,0,0,0,0,0,0,24,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,23,0,0,0,0,13,0,0,0,12,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,5,0,0,0,73,287,0,0,0,132,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,22,27,0,1,0,0,0,0,10,0,12,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,45,0,0,13,0,25,0,0,41,0,0,0,0,0,0,0,243,13,25,0,0,0,7,12,0,0,0,4,0,0,12,21,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,472,404,122,14,540,90,18,0,0,766,894,0,615,"1,045"
Burglary Residence_Unknown Value_Stolen,47,"3,290,448",0,0,0,0,0,0,0,0,"38,466",0,0,0,0,0,"803,360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,493",0,0,"4,770",0,"36,022",0,0,0,0,"34,761",0,0,0,"43,999",0,0,"94,737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77,595","10,351",0,0,"1,570",0,0,0,"128,489","366,684",0,0,0,"225,849",0,0,0,0,0,0,0,0,0,0,"7,775",0,0,0,0,0,"15,710","27,910",0,"1,280",0,0,0,0,"38,560",0,"70,476",0,0,0,0,"2,742",0,0,0,0,0,0,"13,888",0,0,0,"244,398",0,0,"2,611",0,"43,036",0,0,"55,758",0,0,0,0,0,0,0,"429,742","70,618","51,226",0,0,0,"36,592","119,263",0,0,0,"13,785",0,0,"9,950","47,062","81,767",0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,332,019","618,507","191,715","36,041","994,280","78,393","39,493",0,0,"1,703,349","1,587,099",0,"1,421,366","1,869,082"
Burglary Non-residence_Night Offenses,48,"1,328",2,12,0,5,2,0,10,1,0,0,18,1,0,10,150,0,13,1,1,2,1,0,2,2,9,0,3,3,0,1,0,1,3,34,0,0,3,70,0,1,4,0,21,8,7,0,3,1,29,0,18,7,1,6,0,1,3,4,1,7,1,18,0,179,0,1,1,0,4,0,0,2,0,0,0,0,16,4,0,29,0,1,4,17,4,2,0,0,26,0,0,0,83,5,30,0,5,0,4,1,8,2,16,6,0,2,4,3,1,11,1,0,5,0,3,0,0,1,0,0,0,0,1,0,4,0,24,0,1,1,2,4,5,0,2,46,1,14,18,1,1,1,2,2,3,1,8,0,6,0,1,66,9,5,1,17,35,0,3,7,0,0,1,4,4,3,3,1,3,1,1,1,9,0,0,1,1,6,0,0,2,1,10,0,2,327,398,18,96,339,91,34,25,0,524,804,150,706,622
Burglary Non-residence_Night Value_Stolen,49,"1,410,115",100,"1,492",0,"39,678",852,0,"12,998",120,0,0,"24,061",758,0,"9,771","260,984",0,"14,150",100,"2,110",2,500,0,"1,302",905,"5,660",0,"1,071","13,172",0,"1,300",0,"1,440","5,700","23,371",0,0,102,"10,127",0,0,0,0,"9,558","21,910",441,0,"3,021",30,"58,337",0,"36,824","3,847","1,341","3,681",0,0,925,"3,045",10,587,"4,022","6,983",0,0,0,0,"5,000",0,"11,600",0,0,"18,000",0,0,0,0,"5,820","3,737",0,"47,784",0,"5,030",961,"35,178","3,083","2,290",0,0,"11,803",0,0,0,"124,757",200,"9,059",0,"4,217",0,728,315,"4,997",750,"57,766","1,210",0,"2,500","1,345",0,12,"8,541","1,109",0,"5,130",0,508,0,0,175,0,0,0,0,"13,254",0,"5,837",0,"21,654",0,0,0,"1,140","1,964",400,0,804,"25,637",0,"2,562","110,203",0,1,175,"1,088","2,000","21,287",200,"4,408",0,"12,718",0,500,"75,912","11,006","2,960",850,"31,131","53,909",0,708,"5,602",0,0,60,390,"4,548","3,622",0,45,"1,268","3,150",651,270,"7,067",0,0,100,0,354,0,0,801,250,"12,865",0,"6,771","567,034","239,968","24,701","42,162","413,822","75,751","25,932","20,745",0,"487,290","922,825","119,186","820,579","589,536"
